,restaurant,text,date,source,sentiment_score,sentiment
46,Elsa's On the Park,"I’ve been visiting this establishment for over 30yrs. It’s been a family tradition the day after Thanksgiving for many years. I was shocked that they didn’t have the peppercorn sauce for the burger Au Poivre, and they only sell chicken sandwiches on select days. But, the worst was the service and the automatic charge of 20%, so the server Faith was not motivated to check to see if we had everything we needed, didn’t try to refill our water glasses, we had to ask someone else to bring ketchup, when we asked for straws, instead of wrapping in a napkin, she brought them loose with her fingers and just plopped them in our water glasses, and when she brought the napkin and utensils, she touched the top that touches our food and goes into our mouth with her fingers.  She never said thank you, and clearly, did not appreciate us as customers.
I rarely write reviews, but this was by far one of the worst experiences I’ve had at Elsa’s or AZ88, which I visit often since I live in Phoenix.",2025-11-29T01:29:22.204Z,google,-0.0106951871657754,neutral
47,Elsa's On the Park,"I’ve been going here for years, and even after all this time, I think the best way to describe Elsa’s is that it’s just its own vibe—part bistro, part lounge.

Fantastic burgers, and they keep it fairly simple. It’s good food, interesting ambience, and a great place to grab a few cocktails and hang out.

I brought my young son, and he tore into his grilled cheese sandwich, so yes, they’re known for their burgers, but they definitely have other worthwhile options on the menu.

They’re basically a Milwaukee staple at this point. A great spot to start a night out—or finish one.

By the way, you'll get a postcard when you pay your check. Fill it out, and add someone's address. They'll mail it out for you.",2025-11-15T05:02:39.163Z,google,0.03597122302158273,neutral
48,Elsa's On the Park,"Elsa's has always been a favorite since I moved downtown. They have great cocktails, the food is delicious as well. Went here a few days ago and got a mojito and a bigger mac burger. The burgers are epic. Another cool thing about Elsa's is they always have a unique art installation. Great place to grab dinner and drinks :)",2025-10-21T18:49:29.582Z,google,0.08196721311475409,neutral
49,Elsa's On the Park,디저트 먹으러 가는 곳.. 식사는 아직 안해봄,2025-10-20T18:10:19.830Z,google,0.0,neutral
50,Lucky Ginger,"Food is horrible. I have had better take out than this place. We had a 8pm reservation and the first thing they tell us is you need to order your food right now. After we got our food, some lady sitting at the bar told us to get out of the dining room right after we got our food. DONT HAVE RESERVATIONS IF YOU ARE NOT GOING TO GIVE PEOPLE TIME TO EAT YOUR FOOD. I would never recommend this place to anyone. Go anywhere else but here",2025-11-08T22:12:12.965Z,google,-0.022727272727272728,neutral
51,Lucky Ginger,"I ordered my food To go and it took 48 minutes to be exact! The place was barely busy at all and people came in with no reservations and got their food before mine. Like 5 couples to be exact, it’s like they were pushing my order back or something on purpose. After I got my food it wasn’t even piping hot like the takeout person said it would be. I wanted to try something new and I’ll never go to this establishment again.

I’m all about supporting small businesses but this made me really upset and I can’t support a business like this. I got a meal with egg rolls and it cost $26 and they also charged me a container fee. The containers cost a penny and they’re charging .60 cents what a ripoff plus they wanted a tip for ordering to go what a joke. I hope all customers aren’t treated this way",2025-11-08T19:30:40.584Z,google,-0.006134969325153374,neutral
52,Lucky Ginger,Enjoyed our meal at Lucky Ginger! We enjoyed the spicy garlic edamame to start and then the curry and chicken Pho. Both the Curry and Pho were super flavorful and delicious!,2025-10-30T11:57:35.299Z,google,0.06451612903225806,neutral
53,Lucky Ginger,Ordered ginger noodles with tofu and got plain noodles literally no sauce or anything with chicken. No silverware. This sucked. My boyfriends broth is also tasteless. Awful.,2025-10-21T23:10:40.772Z,google,-0.07407407407407407,neutral
54,Lucky Ginger,"The pho is so flavorful, and I love that you can get the beef broth but choose your protein (or no protein at all). Portion are huge— in a good way!",2025-10-19T16:03:44.647Z,google,0.0967741935483871,neutral
55,Lucky Ginger,"The food was very underwhelming in flavor!
I ordered the special pho.
The condiments they bring you are a morsel compared to the huge bowl of pho.
It lacked that authentic flavor.
I was disappointed the pho was 95% noodle and 5% protein.
For the price I expected quality.
I will
Not he returning, just too bland if you're looking for flavorful pho.",2025-10-15T23:22:19.891Z,google,0.0,neutral
56,La Dama | Mexican Kitchen & Bar,"Great drinks.  Great food.  Great night!

Really creative food dishes that surprised and delighted us.

Pan roasted sea bass with green rancheros sauce and puréed creamed corn was delicious.

I love it when the food comes out so hot it burns your tongue.  It’s not had because the kitchen is so close to the restaurant - it’s behind the bar.",2025-12-04T12:35:22.992Z,google,0.08196721311475409,neutral
57,La Dama | Mexican Kitchen & Bar,Few menu options,2025-12-02T22:21:45.548Z,google,0.0,neutral
58,La Dama | Mexican Kitchen & Bar,The food was very delicious but it was a bit overpriced for what it is. I simply don't understand why bone marrow is trendy.,2025-11-03T01:19:05.949Z,google,0.02,neutral
59,La Dama | Mexican Kitchen & Bar,"This cozy restaurant in Milwaukee is a very pleasant and interesting discovery!
A couple of friends invited us there and everything was absolutely perfect: food, drinks, service and price.
I highly recommend it.
Thank you all!
May life be beautiful to you, Mr Eman Korona, please continue to surprise our taste buds and our hearts.
Colette.",2025-10-20T16:34:45.619Z,google,0.0625,neutral
60,La Dama | Mexican Kitchen & Bar,"Small place, great food",2025-10-11T19:49:18.237Z,google,0.25,positive
61,La Dama | Mexican Kitchen & Bar,"Beautiful patio and good drinks. However, the service was slow, the food was not tasty and were small portions and high prices. Also, when a customer says they did not enjoy something offer them something else or take the dish off the bill. We only ate a couple bits because we were trying it and hungry waiting for our server to come back. When we spoke with our server about not enjoying the dish she got incredibly disrespectful including telling us to read the menu (although we did) and that if we didn't ""want"" to pay for the dish that they are hiring (it's not about money it's about ethics). She was very sassy and left a very sour taste in our mouths. We will most likely never go back. There are plenty of delicious, reasonably priced, and wonderful latinx restaurants in Milwaukee. Peace.",2025-10-07T16:27:53.698Z,google,0.006802721088435374,neutral
62,Michael’s Family Restaurant,"Service was great, staff was friendly and attentive. Food was fresh and tasty. The pancakes... Oh the pancakes have came a long way. They were so fluffy and yummy. My whole meal was good.",2025-12-07T17:24:37.609Z,google,0.20588235294117646,positive
63,Michael’s Family Restaurant,The Sausage bowl and a side of bacon.q,2025-11-30T18:40:30.862Z,google,0.0,neutral
64,Michael’s Family Restaurant,The service was quick and food was good. I hadn't been here in almost 20 yrs. They recently remodeled the restaurant. No WiFi. But it was a quiet place to grab a bite and do a little work.,2025-11-25T05:02:33.493Z,google,0.02564102564102564,neutral
65,Michael’s Family Restaurant,"This restaurant was the absolute best. I ordered over the phone and it was ready within 15 minutes. Basically when I arrived, they were waiting with my meal. It was hot, fresh, and absolutely delicious. And the price was great, especially for the portion served. I was able to have seconds for lunch. 10/10 ... I definitely recommend for all visitors. I will most surely return upon my next visit into town.",2025-11-17T03:06:20.760Z,google,0.0763888888888889,neutral
66,Michael’s Family Restaurant,"Was surprised by the overall pleasant experience, that part of Milwaukee can be  sketchy",2025-11-16T19:13:36.938Z,google,0.0,neutral
67,Botanas Restaurant,"Always an excellent choice at any time of year! Very welcoming, very tasty food and the salsa is First rate!",2025-11-27T23:39:39.520Z,google,0.125,positive
68,Botanas Restaurant,The fajitas & margaritas were good! Service was great too!,2025-11-23T07:58:36.443Z,google,0.2222222222222222,positive
69,Botanas Restaurant,Plenty of parking and it even had a security guard booth. The outside and inside were nice. It has two different sections. It has like a sports bar and sit down area big enough for a sever large parties. Service was great.  The food was exceptional.  Great flavors.,2025-11-16T22:06:02.428Z,google,0.0625,neutral
70,Botanas Restaurant,Still thinking about how fresh everything tasted.,2025-11-13T14:38:19.489Z,google,0.14285714285714285,positive
71,Blue Bat Kitchen & Tequilaria,Service and food was great!,2025-12-06T00:22:18.590Z,google,0.2,positive
72,Blue Bat Kitchen & Tequilaria,My friends and I got dinner and after we paid the waitress added an extra charge on a bill without our knowledge. Was very sneaky about it and when we called to get it fixed they said there’s nothing they can do. Disappointing customer service and will not be back,2025-12-05T18:31:49.899Z,google,-0.0196078431372549,neutral
73,Blue Bat Kitchen & Tequilaria,"Put additional $40 charge on my friends bill after she paid, and did not help figure it out. Just a bit disappointed in how they handled things",2025-12-05T18:30:30.927Z,google,-0.037037037037037035,neutral
74,Blue Bat Kitchen & Tequilaria,Madison was a great server!!! Food was great. Highly recommend.,2025-12-05T03:30:45.801Z,google,0.3,positive
75,Blue Bat Kitchen & Tequilaria,Madison was 🦧🦎🪦🥳,2025-12-05T02:20:35.211Z,google,0.0,neutral
76,Blue Bat Kitchen & Tequilaria,Service was very delightful. maddie made  our experience fun she very cheerful and has a beautiful smile and bubby personally!,2025-12-05T02:13:36.637Z,google,0.0,neutral
77,Blue Bat Kitchen & Tequilaria,"Madison was our server for a rehearsal dinner and was amazing! She went out of her way to check on our tables and food requests, and overall service was excellent!

However it’s freezing downstairs.",2025-12-05T02:12:48.660Z,google,0.05714285714285714,neutral
78,Orenda Cafe,"We had a build your own omelet with smoked guda cheese, fluffly flavorful pancakes,  carnitias hash bowl get the green salsa to compliment it, Pineapple mojito cocktail, and some rich strong coffee.

Service was excellent!
Very clean!",2025-12-07T20:15:30.057Z,google,0.0945945945945946,neutral
79,Orenda Cafe,"Fantástico Sergio, te atienden súper rápido las meseras son súper atentas `` SI ERES UNA PERSONA BLANCA CLARO ESTÁ” hoy fui con mi familia llegué me senté en una mesa todo normal pero las meseras nunca nos ofrecieron el menú y mucho menos nos atendieron haaa pero llegó una persona blanca 5 minutos después de nosotros y ya tenía la mesera el menú listo para ellos antes de que se sentaran.
Si eres latino o hispano ahórrate la molestia de ir no serás bien recibido hablo por experiencia propia",2025-12-07T19:32:00.974Z,google,0.0,neutral
80,Orenda Cafe,"Amazing food and service. The inside was so cozy, like walking into a hug. Definitely will be returning.",2025-11-06T00:50:18.643Z,google,0.1111111111111111,positive
81,Orenda Cafe,The neighborhood needed this !!! perfect restaurant location - awesome staff - food different then all your average places -unique and soooo delicious!!!!!,2025-10-29T15:01:58.071Z,google,0.1,neutral
82,Orenda Cafe,"Waiting for food too long, tables are wobbly, waitress kept forgetting about my family’s needs. A bit warm in restaurant and coffee was cold. Food was very delicious",2025-10-19T03:33:18.465Z,google,0.017241379310344827,neutral
83,Orenda Cafe,"Food was excellent, such a cute place and service was fantastic",2025-09-28T14:24:46.001Z,google,0.18181818181818182,positive
84,Orenda Cafe,I always love the vibe here. The food is great and they have good Sunday specials,2025-09-26T01:49:59.733Z,google,0.1875,positive
85,Orenda Cafe,"The food was just okay, kinda bland and nothing to return for. The real kicker was how awful the bloody mary was. We got two different ones and they were both terrible. We didn’t even finish them. Unfortunately this place didn't live up to the hype.",2025-09-18T14:17:10.589Z,google,-0.10416666666666667,negative
86,Copper on King,Love this place. Upscale setting with chill vibes and tasty food. Creative cocktails (the beet juice “Beet Marshall” is awesome) and I can always find somewhere to post up and watch the game.,2025-12-09T02:59:25.734Z,google,0.09090909090909091,neutral
87,Copper on King,"I had a really disappointing experience. it seemed like some of the employees were intoxicated and ended up getting into an argument with each other and yelling loudly.  They openly were talking about being intoxicated. It made the atmosphere really uncomfortable, and it didn’t feel like a professional or well-managed environment.

The food and drinks might have been fine under normal circumstances, but the behavior I witnessed from the staff completely overshadowed the visit. I hope management addresses this, because the place has potential, but the experience I had was not acceptable.",2025-12-07T23:04:21.999Z,google,-0.005319148936170213,neutral
88,Copper on King,"I think if you read through the majority of the reviews here, it’s pretty consistent with my experience. The poutine seems like the dish to order, but I can’t comment more than that because we didn’t get that.

I got the salad pictured. It was just ok. The French onion soup was good; my daughter’s chicken sandwich was prepared well but she didn’t love the sauce on it. The fries that came with it were terrible. Like “surprised that they would serve them” bad. You could tell just by the way they looked.",2025-11-05T01:43:19.148Z,google,0.01020408163265306,neutral
89,Copper on King,"I had the lemon pepper and the peri peri wings and both were amazing. Indeed the wings are not your average fried chicken wing. The chef took his time to perfect the taste and texture. Also, I am a huge fan of the buffalo dipping sauce and ranch. The ranch was amazingly unique and delicious. Even the celery was fresh. Clean atmosphere and a must try if in the area",2025-11-05T01:40:51.630Z,google,0.07142857142857142,neutral
90,Copper on King,"We got food for takeout - smash burger and chicken tenders. The only good thing about the food was that they gave a ton of fries (soggy but probably because it was takeout) and the portion was overall big. However, the burger did not taste good and the meat quality seemed poor. The chicken tenders were actually just huge chicken cutlets and tasted bland. The restaurant provided a bunch of sauces which was nice but still didn’t help the food. I’ve been to Copper before and the service when you dine in/drink is very good. I would recommend sticking to their drinks and passing on the food.",2025-10-26T01:53:19.124Z,google,0.013761467889908258,neutral
91,Copper on King,"Went there Saturday evening of Cubs Brewers final playoff game, sat outside, lots of fun people watching and listening to the sparring fans. The falafel snack plate was good, the copper cubano sandwich even better. Server was Francesca, very efficient and friendly, did a nice job checking in with us, especially since food took a long time from our order to its table arrival. Shuttles were taking people to the game but we just had a two minute walk to our next destination at the Fiserv Forum.",2025-10-13T18:04:40.905Z,google,0.022988505747126436,neutral
92,Copper on King,"Cheese curds were good. The poutine my husband got was delicious and SO flavorful. The smash burger I got had no flavor. The sandwich tasted like tomato, bun and onion. I tried the meat patty by itself, and it was bland. Worst burger ive ever had out. Tasted like it just wasn't seasoned. Also service was very slow. It didn't seem crazy busy either. We likely won't return.",2025-10-03T16:35:36.159Z,google,-0.007042253521126761,neutral
93,Blue Star Cafe,"I believe I've said this before but can't find my old review, but this is my favorite restaurant in the city. Worth repeating. GO HERE.",2025-12-03T22:19:38.193Z,google,0.07407407407407407,neutral
94,Blue Star Cafe,소말리스타일 스테이크를 먹었어요. 매콤하고 맛있었음. 한국 사람이라면 좋아할 맛?,2025-11-22T15:44:19.750Z,google,0.0,neutral
95,Blue Star Cafe,I tried the Somali steak sandwich and the Somali steak with pasta. Both dishes were amazing and they were very friendly. There will definitely go back again.i'm,2025-11-20T03:42:38.648Z,google,0.05172413793103448,neutral
96,Blue Star Cafe,"Believe all the other reviews. The chicken sandwich is insanely good. Like, how? How is this so amazing?",2025-11-11T21:04:34.847Z,google,0.1111111111111111,positive
97,Blue Star Cafe,Making magic food in here. Absolutely delicious! And so kind. Will be back!,2025-11-11T20:57:32.779Z,google,0.11538461538461539,positive
98,Blue Star Cafe,Nicely food and clean,2025-11-07T13:49:31.435Z,google,0.25,positive
99,Blue Star Cafe,"Best Somali food in Milwaukee.

I would recommend anyone to try it out.

I ordered Salmon and Rice.",2025-11-03T00:29:01.621Z,google,0.1111111111111111,positive
100,Harbor House,The harbor house is An excellent choice for a romantic dinner or just to have a great meal with good friends.,2025-12-08T17:23:49.378Z,google,0.14285714285714285,positive
101,Harbor House,Overall.  It was a pleasant experience.  Sam our server was great.  We went for an early lunch when they first opened.  Great Views.  Food & Atmosphere lived up to the reviews.  I would definitely go back.,2025-12-08T15:05:43.523Z,google,0.05714285714285714,neutral
102,Harbor House,All around great dining experience. Food was excelllent. Servers were friendly and attentive. Atmosphere was relaxing and pleasant.,2025-12-08T01:31:57.269Z,google,0.16666666666666666,positive
103,Harbor House,"As always Harbor House was excellent. We came for lunch. Our server Vicki was attentive, knowledgeable and nice and friendly! I had the cranberry orange Manhattan - yum! Holy smokes the special Nantucket scallops special was amazing!",2025-12-06T22:54:56.845Z,google,0.1111111111111111,positive
104,The Knick,Excellent food and service!,2025-11-30T23:07:03.815Z,google,0.25,positive
105,The Knick,"괜찮아요.. 바 좌석에 앉으면 미식축구 (아메리칸 풋볼, 진짜 풋볼 아님)를 볼 수 있어요",2025-11-24T03:42:14.663Z,google,0.0,neutral
106,The Knick,"10/10 I would recommend

Get the Fried Chicken sliders
Loaded Tots
Ask for Devin!!",2025-11-21T23:32:23.040Z,google,0.06666666666666667,neutral
107,The Knick,"Good food with lots of choices
(apps, salads, burgers, entrees) We all ended up having salads and all were delicious.",2025-11-18T00:47:15.969Z,google,0.1,neutral
108,The Knick,"Food is good, but please put a railing and light up your stairs in the entry. I fell and sprained my foot 🥲",2025-11-10T01:36:02.086Z,google,0.045454545454545456,neutral
109,The Diplomat,"You ever had a bad day and just wanted a burger? Well, that’s how I ended up here on a Monday.

Burger was 9.8 / 10. I could argue that was the best burger I’ve ever had. At $18 it’s definitely the best I’ve had for the price. A bit messy so unless you’re a fast eater it would be a struggle because you don’t want to set it down. I’m here for a good time not a long time though so it works perfect for me.

My bartender’s name was Sam. Nice dude. It was honestly the perfect vibe for a crappy mood. He talked to me when I said something to him. Left me alone when I didn’t. Asked once how my food was. The music was great and they have a tv in eye shot if you’re looking for that.",2025-12-09T02:01:00.367Z,google,0.0392156862745098,neutral
110,The Diplomat,"My wife and I had been here for drinks this past summer and it was on our list to try it out for dinner.  We went on a Friday night in December with 7pm reservations.  Everything was perfect.  We started out with a couple of cocktails from their menu while we waited for our table at the bar.  The bartender took special care preparing the drinks and they were delicious. When it was time to get our table and eat we were very happy with our spot in front of the window looking out on Brady street. The dining area has a great vibe and the playlist they had going was right up our alley. Our server was knowledgeable and on top of it. We had the chicken liver mousse, diplomat fries, cheese burger, trout and everything was great, especially the burger.  We will be returning soon.",2025-12-08T00:43:47.403Z,google,0.027210884353741496,neutral
111,The Diplomat,"I went to this restaurant with my family on my 21st birthday which was a couple weeks ago.

The ambiance is perfect and the staff was patient with my older grandparents and explained the menu well.

The food and drinks were delicious and came out in a timely manner. No, it was not cheap, however for a modern fine-dining experience, everything we consumed felt as though it was worth its weight.

I recommend this restaurant for anyone celebrating an event or wants to spoil loved ones for a fantastic meal.",2025-12-07T22:49:12.211Z,google,0.07692307692307693,neutral
112,The Diplomat,"Favorite small plate: Beet Salad
Favorite entree: magret duck, or short rib
All three $9 desserts are fantastic

I've eaten here 20+ times.  The menu changes.",2025-11-29T04:10:22.664Z,google,0.1111111111111111,positive
113,The Diplomat,"Too expensive, poor selection. Unhealthy menu. Fancy name but food is not. Not for me.",2025-11-26T00:34:44.517Z,google,-0.13333333333333333,negative
114,The Diplomat,"데이트가 취소되고 울적한 마음으로 와보고 싶었던 이 곳을 예약없이 왔더랬지요..
맛있었어요 음식! 프레첼이랑 스테이크. 와인도 괜찮았고요. 디저트(피넛버터 파이)는 쏘쏘…",2025-11-23T00:52:33.835Z,google,0.0,neutral
